"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/03/20 3:38:30 PM GMT+4","I have read the above information and agree to participate in this research.","Male","59","Other Arab","Surgeon","General Surgeon","DHA","Private Clinic/Hospital","34","1 to 19","Yes, 2 doses","No","Very confident","Very confident","Very confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Yes"
"2024/03/22 12:28:52 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Intern","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Colleagues experience and advice;Experience of family and friends;Local guidelines","Very unlikely","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","Maybe"
"2024/03/23 11:41:00 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","General","DOH/HAAD/SEHA","Private Clinic/Hospital","1","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Likely","Unlikely","Unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Agree","More negative","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/03/24 12:36:52 AM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Other Arab","Dentist","General dentist","DHA","university clinic","2","1 to 19","Yes, 3 doses","No","Somewhat unconfident","Somewhat unconfident","Very unconfident","Colleagues experience and advice;Journals and medical websites;Social media","I don't know","I don't know","I don't know","Very unlikely","Very unlikely","Likely","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Agree","Agree","Not sure","Strongly agree","Not sure","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/03/24 5:08:34 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Non-Arab","Physician","Medical Intern","MOHAP/EHS","Government Hospital","0","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;International guidelines;Social media","Likely","Likely","Unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Disagree","Strongly agree","Agree","Disagree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/03/24 5:22:23 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Emirati","Physician","Intern","DOH/HAAD/SEHA","Government Hospital","0","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","I don't know","I don't know","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Not sure","Disagree","No","Interested","Yes"
"2024/03/24 5:38:01 AM GMT+4","I have read the above information and agree to participate in this research.","Female","57","Non-Arab","Nurse","Opd","DHA","Primary Healthcare","32","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Unlikely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Other","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Neutral","Yes"
"2024/03/24 6:28:06 AM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Physician","Anesthesia and ICU","MOHAP/EHS","Government Hospital","3","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Somewhat confident","Medical experience;International guidelines","Likely","Unlikely","Unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Not sure","Agree","Strongly disagree","No","Interested","Yes"
"2024/03/25 1:12:29 AM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 3 doses","No","Very unconfident","Very unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Social media","I don't know","I don't know","I don't know","I don't know","I don't know","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Strongly agree","Agree","Strongly agree","Yes","Interested","Yes"
"2024/03/25 11:01:45 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Many","MOHAP/EHS","Private Clinic/Hospital","7","20 to 49","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Yes","Slightly interested","Yes"
"2024/03/26 1:10:20 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Medical intern ","Dubai Health - MBRU ","Government Hospital","1","1 to 19","Yes, 2 doses","No","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Agree","Agree","Strongly agree","Agree","Disagree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Agree","Agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Agree","Disagree","Disagree","No","Interested","Yes"
"2024/03/29 11:29:25 PM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Non-Arab","Physician","Internal Medicine","DHA","Government Hospital","5","20 to 49","Yes, 4 doses or more","No","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines","Likely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine cost;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Disagree","Yes","Interested","Maybe"
