"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/10/05 6:03:16 PM GMT+4","I have read the above information and agree to participate in this research.","Male","43","Non-Arab","Pharmacist","Community Pharmacy ","MOHAP/EHS","Pharmacy ","20","50 and above","Yes, 2 doses","No","Somewhat confident","Very confident","Very confident","International guidelines","Very unlikely","I don't know","Very unlikely","Likely","Likely","I don't know","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Agree","No","Interested","Yes"
"2024/10/05 6:47:35 PM GMT+4","I have read the above information and agree to participate in this research.","Male","30","Non-Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Primary Healthcare","3","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice;International guidelines;Social media","Likely","Likely","Unlikely","Likely","Likely","Unlikely","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Yes"
"2024/10/06 3:33:53 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","IM","DOH/HAAD/SEHA","Government Hospital","3","20 to 49","Yes, 2 doses","No","Very confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines","Likely","Likely","Unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Yes"
"2024/10/06 4:39:33 PM GMT+4","I have read the above information and agree to participate in this research.","Female","35","Non-Arab","Physician","Gynae and obstretrics ","DHA","Government Hospital","15 ","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Very unlikely","Agree","Agree","Disagree","Strongly agree","Agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","No","Interested","Yes"
"2024/10/08 11:33:20 AM GMT+4","I have read the above information and agree to participate in this research.","Male","68","Other Arab","Pharmacist","Pharmacology ","Pharmacy ","College of pharmacy ","40","1 to 19","Yes, 3 doses","Yes","Very unconfident","Very confident","Very confident","International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Agree","Strongly disagree","Agree","Strongly agree","Disagree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","No","Interested","Yes"
"2024/10/08 11:44:26 AM GMT+4","I have read the above information and agree to participate in this research.","Male","49","Other Arab","Pharmacist","Pharmacy Practice and Pharmacotheraputics ","MOHAP/EHS","University of Sharjah","25","1 to 19","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Vaccine cost;Vaccine safety","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Disagree","No","Neutral","Maybe"
"2024/10/08 11:48:09 AM GMT+4","I have read the above information and agree to participate in this research.","Male","39","Non-Arab","Lecturer","Pharmacy","NA","University sharjah","14","1 to 19","Yes, 2 doses","No","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/10/08 10:56:28 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Other Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Primary Healthcare","2","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Colleagues experience and advice;Experience of family and friends;Journals and medical websites","I don't know","Very unlikely","Unlikely","I don't know","Likely","Unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","Neutral","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Strongly agree","Agree","Not sure","Agree","Agree","Strongly agree","Not sure","No","Slightly interested","Yes"
"2024/10/08 11:14:54 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Medical Laboratory Technician","Laboratory","DHA","Private Clinic/Hospital","1","50 and above","Yes, 3 doses","No","Very confident","Very confident","Very confident","Vaccine manufacturers","Very unlikely","Very unlikely","I don't know","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","More positive","More positive","Few cases","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Agree","Agree","Not sure","Agree","No","Interested","Yes"
"2024/10/09 12:39:40 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Pharmacist","Pharmacy ","DHA","Private Clinic/Hospital","1","20 to 49","Yes, 1 dose","No","Somewhat confident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Likely","Likely","Likely","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Vaccine cost;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Very interested","Yes"
"2024/10/09 1:01:55 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Non-Arab","Pharmacist","Pharmacy ","DHA","Medical devices company","0","1 to 19","Yes, 4 doses or more","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Somewhat disagree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Agree","Agree","Disagree","No","Neutral","Maybe"
"2024/10/09 6:45:11 AM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Other Arab","Pharmacist","Pharmacy","DHA","Private Clinic/Hospital","1","1 to 19","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Local guidelines","Likely","Likely","Likely","Likely","Likely","Unlikely","Strongly agree","Agree","Strongly agree","Agree","Disagree","Agree","More negative","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","Yes","Interested","Yes"
"2024/10/09 11:51:27 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Primary Healthcare","1","50 and above","Yes, 2 doses","No","Very confident","Very confident","Very confident","International guidelines;Journals and medical websites;Vaccine manufacturers","Likely","Likely","Likely","Very likely","Likely","Likely","Agree","Agree","Agree","Agree","Strongly agree","Agree","Neutral","Neutral","Tens of cases","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Personal experience with the disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Not sure","Agree","No","Very interested","Yes"
"2024/10/10 1:11:35 AM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Pharmacist","Pharmacy","MOHAP/EHS","Community pharmacy ","1","50 and above","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Disagree","No","Interested","Yes"
"2024/10/10 1:23:34 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Pharmacist","Sharjah","DHA","Private Clinic/Hospital","1 ","50 and above","No","No","Very confident","Very confident","Very confident","Medical experience;Vaccine manufacturers;Social media;Other","Likely","Likely","Very unlikely","Very unlikely","Likely","Likely","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Neutral","Tens of cases","Somewhat disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule","Strongly disagree","Strongly disagree","Disagree","Disagree","Disagree","Not sure","Strongly disagree","Strongly disagree","Not sure","Not sure","No","Not interested at all","Yes"
"2024/10/10 1:36:36 AM GMT+4","I have read the above information and agree to participate in this research.","Male","36","Non-Arab","Pharmacist","pharmacy","MOHAP/EHS","pharmacy","12","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Agree","Not sure","Agree","Agree","No","Slightly interested","Yes"
"2024/10/10 5:31:56 AM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Pharmacist","Clinical pharmacy","MOHAP/EHS","Government Hospital","4","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat unconfident","Somewhat confident","I am not keen on information about vaccinations;Medical experience;Colleagues experience and advice","Likely","Likely","Likely","Unlikely","I don't know","Unlikely","Disagree","Disagree","Disagree","Strongly disagree","Disagree","Agree","More negative","Neutral","Tens of cases","Strongly disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination","Disagree","Disagree","Strongly disagree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","No","Neutral","Yes"
"2024/10/10 7:10:45 AM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Primary Healthcare","1.5","1 to 19","Yes, 4 doses or more","Yes","Somewhat unconfident","Somewhat unconfident","Somewhat confident","International guidelines;Journals and medical websites;Vaccine manufacturers","Unlikely","I don't know","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Disagree","Agree","Agree","Neutral","Neutral","Tens of cases","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine cost","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Agree","Agree","Agree","No","Neutral","Yes"
"2024/10/10 7:42:24 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Pharmacist","Clinical Pharmacy","DOH/HAAD/SEHA","Government Hospital","1","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines;International guidelines;Vaccine manufacturers","Very unlikely","Unlikely","I don't know","I don't know","I don't know","Likely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Yes"
"2024/10/10 11:27:08 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Pharmacist","Health care","None","None","0","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Disagree","No","Slightly interested","Yes"
"2024/10/11 5:15:36 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Non-Arab","Pharmacist","Pharmacy","MOHAP/EHS","Pharmacy","5","50 and above","Yes, 2 doses","Yes","Very unconfident","Very confident","Very confident","Local guidelines;International guidelines;Social media;Other","Very likely","Very unlikely","Unlikely","Likely","Likely","Very likely","Agree","Agree","Agree","Agree","Strongly agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Disagree","Yes","Interested","Yes"
"2024/10/11 5:19:33 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Dentist","General dentist ","DHA","Private Clinic/Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;International guidelines","I don't know","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule;Individual health-risk profile of the child","Agree","Agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Disagree","Strongly disagree","No","Neutral","Yes"
"2024/10/11 5:35:01 PM GMT+4","I have read the above information and agree to participate in this research.","Female","48 ","Non-Arab","Physician","Pediatrics","MOHAP/EHS","Private Clinic/Hospital","10","50 and above","Yes, 3 doses","No","Very confident","Very confident","Very confident","International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly disagree","Agree","Agree","Strongly agree","Strongly agree","Disagree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine cost","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Not sure","Yes","Very interested","Yes"
"2024/10/11 5:51:25 PM GMT+4","I have read the above information and agree to participate in this research.","Male","30","Other Arab","Dentist","Dental","MOHAP/EHS","Private Clinic/Hospital","7","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Medical experience","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Disagree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child;Other","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Neutral","Yes"
"2024/10/11 5:57:47 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Other Arab","Pharmacist","Pharmacy","MOH","Pharmacy","2 ","20 to 49","Yes, 1 dose","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Experience of family and friends","I don't know","Unlikely","Unlikely","I don't know","I don't know","I don't know","Disagree","Disagree","Strongly agree","Agree","Agree","Strongly agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Not sure","Disagree","No","Not interested at all","Maybe"
"2024/10/12 12:43:41 AM GMT+4","I have read the above information and agree to participate in this research.","Female","54","Other Arab","Anesthesiologist ","General Anesthesia ","MOHAP/EHS","Primary Healthcare","15","20 to 49","Yes, 3 doses","No","Very confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Unlikely","Very unlikely","Likely","Likely","Very unlikely","Very unlikely","Agree","Agree","Strongly agree","Strongly agree","Agree","Disagree","Neutral","More positive","Few cases","Strongly disagree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Agree","Not sure","Agree","Disagree","Agree","Agree","Disagree","Yes","Interested","Yes"
"2024/10/12 8:32:38 PM GMT+4","I have read the above information and agree to participate in this research.","Male","54","Other Arab","Physician","ICU","DHA","Private Clinic/Hospital","30","50 and above","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Agree","Agree","Agree","Agree","Disagree","More negative","More negative","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Personal experience with the disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Disagree","No","Slightly interested","Maybe"
"2024/10/12 9:29:56 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Other Arab","Pharmacist","Pharmacy","MOHAP/EHS","Community pharmacy ","5","50 and above","Yes, 2 doses","No","Very confident","Very confident","Very confident","International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Yes"
"2024/10/12 9:35:07 PM GMT+4","I have read the above information and agree to participate in this research.","Female","37","Other Arab","Physician","General","MOHAP/EHS","Private Clinic/Hospital","5","1 to 19","No","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience","Likely","Likely","Likely","Likely","Likely","Likely","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","More negative","More negative","Few cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Strongly disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Not sure","Strongly disagree","Not sure","Agree","Strongly agree","No","Not interested at all","No"
